2026-04-06 10:53:06,876 - INFO - {"user_id": 1, "role": "ADMIN", "action": "LOGIN", "endpoint": "/login", "timestamp": "2026-04-06T05:23:06.876625", "metadata": null}
2026-04-06 10:53:07,186 - INFO - {"user_id": 1, "role": "ADMIN", "action": "LOGIN", "endpoint": "/login", "timestamp": "2026-04-06T05:23:07.186847", "metadata": null}
2026-04-06 11:11:30,276 - INFO - {"user_id": 1, "role": "ADMIN", "action": "REGISTER", "endpoint": "/register", "timestamp": "2026-04-06T05:41:30.276456", "metadata": null}
2026-04-06 11:11:30,630 - INFO - {"user_id": 2, "role": "MANAGER", "action": "REGISTER", "endpoint": "/register", "timestamp": "2026-04-06T05:41:30.630365", "metadata": null}
2026-04-06 11:11:30,976 - INFO - {"user_id": 3, "role": "VIEWER", "action": "REGISTER", "endpoint": "/register", "timestamp": "2026-04-06T05:41:30.976488", "metadata": null}
2026-04-06 11:11:31,308 - INFO - {"user_id": 4, "role": "MANAGER", "action": "REGISTER", "endpoint": "/register", "timestamp": "2026-04-06T05:41:31.308946", "metadata": null}
2026-04-06 11:11:31,832 - INFO - {"user_id": 5, "role": "MANAGER", "action": "REGISTER", "endpoint": "/register", "timestamp": "2026-04-06T05:41:31.832558", "metadata": null}
2026-04-06 11:11:32,225 - INFO - {"user_id": 1, "role": "ADMIN", "action": "LOGIN", "endpoint": "/login", "timestamp": "2026-04-06T05:41:32.225661", "metadata": null}
2026-04-06 11:11:32,731 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/4", "timestamp": "2026-04-06T05:41:32.731229", "metadata": {"alert_count": 2, "project_id": 4}}
2026-04-06 11:11:32,987 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/6", "timestamp": "2026-04-06T05:41:32.987646", "metadata": {"alert_count": 1, "project_id": 6}}
2026-04-06 11:11:33,155 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/7", "timestamp": "2026-04-06T05:41:33.154519", "metadata": {"alert_count": 3, "project_id": 7}}
2026-04-06 11:11:33,406 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/9", "timestamp": "2026-04-06T05:41:33.406166", "metadata": {"alert_count": 2, "project_id": 9}}
2026-04-06 11:11:33,577 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/10", "timestamp": "2026-04-06T05:41:33.577894", "metadata": {"alert_count": 2, "project_id": 10}}
2026-04-06 11:11:33,742 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/11", "timestamp": "2026-04-06T05:41:33.742466", "metadata": {"alert_count": 2, "project_id": 11}}
2026-04-06 11:11:34,087 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/13", "timestamp": "2026-04-06T05:41:34.087364", "metadata": {"alert_count": 3, "project_id": 13}}
2026-04-06 11:11:34,265 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/14", "timestamp": "2026-04-06T05:41:34.265517", "metadata": {"alert_count": 2, "project_id": 14}}
2026-04-06 11:11:34,429 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/15", "timestamp": "2026-04-06T05:41:34.429679", "metadata": {"alert_count": 2, "project_id": 15}}
2026-04-06 11:11:34,586 - INFO - {"user_id": 1, "role": "SYSTEM", "action": "ALERT_GENERATED", "endpoint": "/projects/16", "timestamp": "2026-04-06T05:41:34.586461", "metadata": {"alert_count": 2, "project_id": 16}}
